stdntid,grade,outcome,treatment,yearsstar,yearssmall,iswhite,isfreelunch,isfemale,school_wave_fe,f
10010,3,-.37883893,0,3,0,0,1,0,129,2
10010,3,-1.0774177,0,3,0,0,1,0,129,8
10010,3,-.63123488,0,3,0,0,1,0,129,3
10010,3,.46817583,0,3,0,0,1,0,129,5
10010,3,-.59734613,0,3,0,0,1,0,129,4
10010,3,.4433533,0,3,0,0,1,0,129,7
10010,3,-.37101331,0,3,0,0,1,0,129,1
10013,3,-.68738586,0,2,0,0,1,0,213,4
10013,3,.88003141,0,2,0,0,1,0,213,7
10013,3,.45102862,0,2,0,0,1,0,213,2
10013,3,-.75607455,0,2,0,0,1,0,213,3
10013,3,-.60641432,0,2,0,0,1,0,213,1
10013,3,.55741119,0,2,0,0,1,0,213,6
10013,3,.88257045,0,2,0,0,1,0,213,5
10013,3,.52525109,0,2,0,0,1,0,213,8
10014,3,-.056488961,0,2,0,0,1,1,218,6
10014,3,-.36061341,0,2,0,0,1,1,218,5
10014,3,-.10610329,0,2,0,0,1,1,218,8
10014,3,-1.2841489,0,2,0,0,1,1,218,2
10014,3,.98453456,0,2,0,0,1,1,218,10
10014,3,-1.0772163,0,2,0,0,1,1,218,1
10014,3,-.91248518,0,2,0,0,1,1,218,4
10014,3,-1.4426924,0,2,0,0,1,1,218,3
10014,3,1.1771209,0,2,0,0,1,1,218,9
10014,3,-.4300029,0,2,0,0,1,1,218,7
10016,3,.55741119,1,1,1,1,0,1,269,6
10016,3,.37058088,1,1,1,1,0,1,269,4
10016,3,.46817583,1,1,1,1,0,1,269,5
10016,3,-.033512216,1,1,1,1,0,1,269,10
10016,3,.1918129,1,1,1,1,0,1,269,9
10018,3,.48313054,1,1,1,1,1,0,300,4
10018,3,-1.1618032,1,1,1,1,1,0,300,3
10018,3,-2.3886921,1,1,1,1,1,0,300,8
10018,3,.46817583,1,1,1,1,1,0,300,5
10018,3,-2.2051394,1,1,1,1,1,0,300,6
10018,3,-.78950393,1,1,1,1,1,0,300,1
10018,3,.37370649,1,1,1,1,1,0,300,10
10018,3,-1.837394,1,1,1,1,1,0,300,2
10018,3,.4433533,1,1,1,1,1,0,300,7
10018,3,-.54716808,1,1,1,1,1,0,300,9
10019,3,-1.686509,0,1,0,0,1,1,297,2
10019,3,-1.9420508,0,1,0,0,1,1,297,3
10019,3,-1.5912393,0,1,0,0,1,1,297,6
10019,3,-1.7087721,0,1,0,0,1,1,297,8
10019,3,-2.4325864,0,1,0,0,1,1,297,5
10019,3,-1.9141976,0,1,0,0,1,1,297,1
10019,3,-2.6133933,0,1,0,0,1,1,297,7
10019,3,-1.1375844,0,1,0,0,1,1,297,4
10021,3,.6844669,0,1,0,0,1,0,279,9
10021,3,-.033512216,0,1,0,0,1,0,279,10
10022,3,-1.435034,1,3,3,0,1,1,144,2
10022,3,-2.5120895,1,3,3,0,1,1,144,6
10022,3,-1.2276242,1,3,3,0,1,1,144,4
10022,3,-1.2551683,1,3,3,0,1,1,144,10
10022,3,-1.2864616,1,3,3,0,1,1,144,1
10022,3,-1.303359,1,3,3,0,1,1,144,7
10022,3,-1.1894026,1,3,3,0,1,1,144,5
10022,3,-1.4426924,1,3,3,0,1,1,144,3
10022,3,.93079394,1,3,3,0,1,1,144,9
10022,3,-2.6800866,1,3,3,0,1,1,144,8
10023,3,.1918129,1,1,1,1,0,0,274,9
10023,3,.28054115,1,1,1,1,0,0,274,4
10023,3,.46817583,1,1,1,1,0,0,274,5
10023,3,.86436123,1,1,1,1,0,0,274,6
10023,3,.17009714,1,1,1,1,0,0,274,10
10027,3,1.8655573,0,1,0,1,0,0,305,3
10027,3,.053781211,0,1,0,1,0,0,305,5
10027,3,1.3552606,0,1,0,1,0,0,305,1
10027,3,.0066752071,0,1,0,1,0,0,305,7
10027,3,.86521113,0,1,0,1,0,0,305,8
10027,3,.7532497,0,1,0,1,0,0,305,4
10027,3,.87853616,0,1,0,1,0,0,305,2
10027,3,.86436123,0,1,0,1,0,0,305,6
10028,3,-.52794731,0,1,0,0,1,0,287,1
10028,3,-1.0025249,0,1,0,0,1,0,287,4
10028,3,1.2413592,0,1,0,0,1,0,287,3
10028,3,-.36343902,0,1,0,0,1,0,287,6
10028,3,.46817583,0,1,0,0,1,0,287,5
10028,3,-.44606334,0,1,0,0,1,0,287,8
10028,3,-.30339643,0,1,0,0,1,0,287,2
10028,3,.4433533,0,1,0,0,1,0,287,7
10029,3,-.83149397,0,1,0,0,1,0,297,2
10029,3,-.4300029,0,1,0,0,1,0,297,7
10029,3,.43813992,0,1,0,0,1,0,297,9
10029,3,-1.8357306,0,1,0,0,1,0,297,1
10029,3,-2.2541499,0,1,0,0,1,0,297,3
10029,3,-1.4173777,0,1,0,0,1,0,297,8
10029,3,-1.2842892,0,1,0,0,1,0,297,6
10029,3,.37370649,0,1,0,0,1,0,297,10
10029,3,-.36061341,0,1,0,0,1,0,297,5
10029,3,-1.4752334,0,1,0,0,1,0,297,4
10030,3,-1.4426924,0,1,0,0,1,0,289,3
10030,3,-.67038912,0,1,0,0,1,0,289,6
10030,3,.4433533,0,1,0,0,1,0,289,7
10030,3,-.52981639,0,1,0,0,1,0,289,4
10030,3,-1.082969,0,1,0,0,1,0,289,2
10030,3,-.73745763,0,1,0,0,1,0,289,8
10030,3,.46817583,0,1,0,0,1,0,289,5
10030,3,-.68488127,0,1,0,0,1,0,289,1
10031,3,-.083301008,0,1,0,0,0,0,248,1
10031,3,.57731587,0,1,0,0,0,0,248,10
10031,3,-.44606334,0,1,0,0,0,0,248,8
10031,3,.88003141,0,1,0,0,0,0,248,7
10031,3,-.30339643,0,1,0,0,0,0,248,2
10031,3,-.28220713,0,1,0,0,0,0,248,4
10031,3,.024173059,0,1,0,0,0,0,248,3
10031,3,.88257045,0,1,0,0,0,0,248,5
10031,3,-.36343902,0,1,0,0,0,0,248,6
10031,3,.43813992,0,1,0,0,0,0,248,9
10032,3,-1.3910842,0,3,0,0,1,0,140,1
10032,3,.1918129,0,3,0,0,1,0,140,9
10032,3,.86521113,0,3,0,0,1,0,140,8
10032,3,-.77500802,0,3,0,0,1,0,140,5
10032,3,-.42913392,0,3,0,0,1,0,140,2
10032,3,.86436123,0,3,0,0,1,0,140,6
10032,3,-1.3851937,0,3,0,0,1,0,140,4
10032,3,1.3974088,0,3,0,0,1,0,140,3
10032,3,1.798972,0,3,0,0,1,0,140,10
10032,3,-.86668098,0,3,0,0,1,0,140,7
10033,3,1.0683887,0,3,1,1,0,0,82,4
10033,3,.55741119,0,3,1,1,0,0,82,6
10033,3,-.30084109,0,3,1,1,0,0,82,9
10033,3,.88257045,0,3,1,1,0,0,82,5
10033,3,-.64434028,0,3,1,1,0,0,82,10
10034,3,-.36061341,0,2,0,1,1,0,221,5
10034,3,-1.4587777,0,2,0,1,1,0,221,10
10034,3,-3.7494192,0,2,0,1,1,0,221,9
10034,3,-.056488961,0,2,0,1,1,0,221,6
10034,3,-.43977663,0,2,0,1,1,0,221,4
10038,3,-.85664147,0,1,0,0,0,0,282,2
10038,3,2.8170187,0,1,0,0,0,0,282,10
10038,3,-1.1556833,0,1,0,0,0,0,282,1
10038,3,-1.0700547,0,1,0,0,0,0,282,4
10038,3,-.69365472,0,1,0,0,0,0,282,3
10038,3,-.77500802,0,1,0,0,0,0,282,5
10038,3,-.86668098,0,1,0,0,0,0,282,7
10038,3,-.36343902,0,1,0,0,0,0,282,6
10038,3,.43813992,0,1,0,0,0,0,282,9
10038,3,-.44606334,0,1,0,0,0,0,282,8
10039,3,-.4300029,0,3,0,1,1,1,89,7
10039,3,-.36061341,0,3,0,1,1,1,89,5
10039,3,.1918129,0,3,0,1,1,1,89,9
10039,3,.27385229,0,3,0,1,1,1,89,3
10039,3,-.91248518,0,3,0,1,1,1,89,4
10039,3,-.97733921,0,3,0,1,1,1,89,6
10039,3,-1.0774177,0,3,0,1,1,1,89,8
10039,3,-1.2338539,0,3,0,1,1,1,89,2
10039,3,.98453456,0,3,0,1,1,1,89,10
10039,3,-.34485766,0,3,0,1,1,1,89,1
10040,3,.1918129,0,2,0,1,0,1,198,9
10040,3,.78092521,0,2,0,1,0,1,198,10
10042,3,-.60641432,0,3,0,1,1,1,110,1
10042,3,.86436123,0,3,0,1,1,1,110,6
10042,3,-.77500802,0,3,0,1,1,1,110,5
10042,3,-.25671607,0,3,0,1,1,1,110,3
10042,3,.1918129,0,3,0,1,1,1,110,9
10042,3,-.86668098,0,3,0,1,1,1,110,7
10042,3,-.84495538,0,3,0,1,1,1,110,4
10042,3,.57731587,0,3,0,1,1,1,110,10
10042,3,.80309367,0,3,0,1,1,1,110,2
10042,3,.86521113,0,3,0,1,1,1,110,8
10050,3,-.0016263996,1,1,1,1,0,0,273,2
10050,3,-.056488961,1,1,1,1,0,0,273,6
10050,3,.88257045,1,1,1,1,0,0,273,5
10050,3,.42990181,1,1,1,1,0,0,273,3
10050,3,.021321654,1,1,1,1,0,0,273,1
10050,3,.077951774,1,1,1,1,0,0,273,4
10050,3,-.10610329,1,1,1,1,0,0,273,8
10050,3,.88003141,1,1,1,1,0,0,273,7
10052,3,.1918129,0,1,0,0,1,0,289,9
10052,3,-.23712157,0,1,0,0,1,0,289,10
10055,3,.46596795,0,3,0,1,1,1,86,1
10055,3,.37558612,0,3,0,1,1,1,86,2
10055,3,-.41276559,0,3,0,1,1,1,86,3
10055,3,.86436123,0,3,0,1,1,1,86,6
10055,3,.077951774,0,3,0,1,1,1,86,4
10055,3,.86521113,0,3,0,1,1,1,86,8
10055,3,.88257045,0,3,0,1,1,1,86,5
10055,3,.88003141,0,3,0,1,1,1,86,7
10056,3,-.038246747,0,2,0,1,0,1,230,3
10056,3,-.63031393,0,2,0,1,0,1,230,2
10056,3,.96292561,0,2,0,1,0,1,230,1
10056,3,-.056488961,0,2,0,1,0,1,230,6
10056,3,.48313054,0,2,0,1,0,1,230,4
10056,3,.053781211,0,2,0,1,0,1,230,5
10056,3,.6844669,0,2,0,1,0,1,230,9
10056,3,-.10610329,0,2,0,1,0,1,230,8
10056,3,-.23712157,0,2,0,1,0,1,230,10
10056,3,.0066752071,0,2,0,1,0,1,230,7
10058,3,-1.6003295,0,1,0,1,1,0,261,1
10058,3,-1.8659964,0,1,0,1,1,0,261,10
10058,3,-2.0181918,0,1,0,1,1,0,261,5
10058,3,-.44606334,0,1,0,1,1,0,261,8
10058,3,-1.6110665,0,1,0,1,1,0,261,2
10058,3,-2.1767151,0,1,0,1,1,0,261,7
10058,3,-1.2866429,0,1,0,1,1,0,261,3
10058,3,-.36343902,0,1,0,1,1,0,261,6
10058,3,-1.2276242,0,1,0,1,1,0,261,4
10058,3,-1.2861491,0,1,0,1,1,0,261,9
10061,3,-1.7400372,0,2,0,0,1,0,214,7
10061,3,-1.5652732,0,2,0,0,1,0,214,4
10061,3,-1.5051122,0,2,0,0,1,0,214,3
10061,3,-1.8357306,0,2,0,0,1,0,214,1
10061,3,-2.2051394,0,2,0,0,1,0,214,6
10061,3,-2.3886921,0,2,0,0,1,0,214,8
10061,3,-1.6037972,0,2,0,0,1,0,214,5
10061,3,-1.8122466,0,2,0,0,1,0,214,2
10062,3,-3.4867494,0,1,0,0,1,1,264,7
10062,3,-2.3886921,0,1,0,0,1,1,264,8
10062,3,-1.9665089,0,1,0,0,1,1,264,1
10062,3,-1.7619516,0,1,0,0,1,1,264,2
10062,3,-3.2613757,0,1,0,0,1,1,264,5
10062,3,-.75607455,0,1,0,0,1,1,264,3
10062,3,-1.3176639,0,1,0,0,1,1,264,4
10062,3,-1.2551683,0,1,0,0,1,1,264,10
10062,3,-2.2051394,0,1,0,0,1,1,264,6
10062,3,-.54716808,0,1,0,0,1,1,264,9
10063,3,.053781211,0,2,0,0,1,0,205,5
10063,3,-.75491565,0,2,0,0,1,0,205,4
10063,3,1.1881438,0,2,0,0,1,0,205,10
10063,3,-.81565964,0,2,0,0,1,0,205,1
10063,3,-1.3595915,0,2,0,0,1,0,205,2
10063,3,-.88091415,0,2,0,0,1,0,205,3
10063,3,-1.4173777,0,2,0,0,1,0,205,8
10063,3,-.54716808,0,2,0,0,1,0,205,9
10063,3,-1.2842892,0,2,0,0,1,0,205,6
10063,3,.0066752071,0,2,0,0,1,0,205,7
10064,3,1.1881438,0,2,0,0,1,1,215,10
10064,3,-1.4601815,0,2,0,0,1,1,215,2
10064,3,-.60641432,0,2,0,0,1,1,215,1
10064,3,.053781211,0,2,0,0,1,1,215,5
10064,3,1.1771209,0,2,0,0,1,1,215,9
10064,3,-2.6800866,0,2,0,0,1,1,215,8
10064,3,.0066752071,0,2,0,0,1,1,215,7
10064,3,-2.5120895,0,2,0,0,1,1,215,6
10064,3,-1.2276242,0,2,0,0,1,1,215,4
10064,3,.33627209,0,2,0,0,1,1,215,3
10066,3,-.78950393,1,1,1,1,1,0,256,1
10066,3,-1.2866429,1,1,1,1,1,0,256,3
10066,3,-.36343902,1,1,1,1,1,0,256,6
10066,3,-.83149397,1,1,1,1,1,0,256,2
10066,3,-1.3851937,1,1,1,1,1,0,256,4
10066,3,-.4300029,1,1,1,1,1,0,256,7
10066,3,-.36061341,1,1,1,1,1,0,256,5
10066,3,-.44606334,1,1,1,1,1,0,256,8
10066,3,-1.8659964,1,1,1,1,1,0,256,10
10066,3,-1.0398221,1,1,1,1,1,0,256,9
10067,3,.19955361,0,1,0,1,1,0,299,2
10067,3,.51827931,0,1,0,1,1,0,299,1
10067,3,1.5222484,0,1,0,1,1,0,299,3
10067,3,.077951774,0,1,0,1,1,0,299,4
10067,3,.86436123,0,1,0,1,1,0,299,6
10067,3,.053781211,0,1,0,1,1,0,299,5
10067,3,-.44073093,0,1,0,1,1,0,299,10
10067,3,-.30084109,0,1,0,1,1,0,299,9
10067,3,.86521113,0,1,0,1,1,0,299,8
10067,3,.0066752071,0,1,0,1,1,0,299,7
10068,3,.46817583,1,1,1,1,0,0,240,5
10068,3,-1.2551683,1,1,1,1,0,0,240,10
10068,3,-4.2420731,1,1,1,1,0,0,240,9
10068,3,.4433533,1,1,1,1,0,0,240,7
10068,3,.021321654,1,1,1,1,0,0,240,1
10068,3,-.42913392,1,1,1,1,0,0,240,2
10068,3,-.10212767,1,1,1,1,0,0,240,4
10068,3,.42990181,1,1,1,1,0,0,240,3
10068,3,-.056488961,1,1,1,1,0,0,240,6
10068,3,-.10610329,1,1,1,1,0,0,240,8
10069,3,-.36343902,1,2,2,0,1,1,213,6
10069,3,-.083301008,1,2,2,0,1,1,213,1
10069,3,-.25310141,1,2,2,0,1,1,213,2
10069,3,-.81849432,1,2,2,0,1,1,213,3
10069,3,-.77500802,1,2,2,0,1,1,213,5
10069,3,-1.2551683,1,2,2,0,1,1,213,10
10069,3,-.37224683,1,2,2,0,1,1,213,4
10069,3,-.86668098,1,2,2,0,1,1,213,7
10069,3,-.44606334,1,2,2,0,1,1,213,8
10069,3,-.054514095,1,2,2,0,1,1,213,9
10072,3,-.34485766,0,2,0,0,1,1,214,1
10072,3,-.64434028,0,2,0,0,1,1,214,10
10072,3,-.35034579,0,2,0,0,1,1,214,3
10072,3,.43813992,0,2,0,0,1,1,214,9
10072,3,-.97733921,0,2,0,0,1,1,214,6
10072,3,.88003141,0,2,0,0,1,1,214,7
10072,3,-1.5104765,0,2,0,0,1,1,214,2
10072,3,.88257045,0,2,0,0,1,1,214,5
10072,3,-.68738586,0,2,0,0,1,1,214,4
10072,3,-1.0774177,0,2,0,0,1,1,214,8
10073,3,-.91248518,1,1,1,0,1,1,291,4
10073,3,.053781211,1,1,1,0,1,1,291,5
10073,3,-2.8190396,1,1,1,0,1,1,291,6
10075,3,-2.4768245,0,1,0,0,0,0,289,10
10075,3,-.051921401,0,1,0,0,0,0,289,2
10075,3,.80442065,0,1,0,0,0,0,289,3
10075,3,-.4300029,0,1,0,0,0,0,289,7
10075,3,-.10610329,0,1,0,0,0,0,289,8
10075,3,-.056488961,0,1,0,0,0,0,289,6
10075,3,.7532497,0,1,0,0,0,0,289,4
10075,3,-.36061341,0,1,0,0,0,0,289,5
10075,3,-.240235,0,1,0,0,0,0,289,1
10075,3,-1.2861491,0,1,0,0,0,0,289,9
10078,3,.43813992,0,2,1,0,1,0,213,9
10078,3,-.28220713,0,2,1,0,1,0,213,4
10078,3,-.63123488,0,2,1,0,1,0,213,3
10078,3,-.10221641,0,2,1,0,1,0,213,2
10078,3,.053781211,0,2,1,0,1,0,213,5
10078,3,.0066752071,0,2,1,0,1,0,213,7
10078,3,-.030989677,0,2,1,0,1,0,213,1
10078,3,.78092521,0,2,1,0,1,0,213,10
10078,3,-.056488961,0,2,1,0,1,0,213,6
10078,3,-.10610329,0,2,1,0,1,0,213,8
10079,3,.053781211,0,1,0,0,1,0,286,5
10079,3,-.20280641,0,1,0,0,1,0,286,2
10079,3,-1.2861491,0,1,0,0,1,0,286,9
10079,3,-.81565964,0,1,0,0,1,0,286,1
10079,3,.27385229,0,1,0,0,1,0,286,3
10079,3,-.75491565,0,1,0,0,1,0,286,4
10079,3,.2504611,0,1,0,0,1,0,286,6
10079,3,.23385675,0,1,0,0,1,0,286,8
10079,3,.0066752071,0,1,0,0,1,0,286,7
10079,3,-1.4587777,0,1,0,0,1,0,286,10
10080,3,-.44606334,0,1,0,0,1,1,287,8
10080,3,-.52981639,0,1,0,0,1,1,287,4
10080,3,-.36343902,0,1,0,0,1,1,287,6
10080,3,.048668604,0,1,0,0,1,1,287,2
10080,3,.11780277,0,1,0,0,1,1,287,3
10080,3,.88003141,0,1,0,0,1,1,287,7
10080,3,-.083301008,0,1,0,0,1,1,287,1
10080,3,.88257045,0,1,0,0,1,1,287,5
10082,3,1.1803062,0,1,0,1,0,0,299,2
10082,3,.28054115,0,1,0,1,0,0,299,4
10082,3,1.2413592,0,1,0,1,0,0,299,3
10082,3,.88003141,0,1,0,1,0,0,299,7
10082,3,.67521328,0,1,0,1,0,0,299,1
10082,3,-.64434028,0,1,0,1,0,0,299,10
10082,3,.86521113,0,1,0,1,0,0,299,8
10082,3,.86436123,0,1,0,1,0,0,299,6
10082,3,.88257045,0,1,0,1,0,0,299,5
10082,3,-.054514095,0,1,0,1,0,0,299,9
10085,3,-.10221641,0,3,0,0,1,0,130,2
10085,3,.6844669,0,3,0,0,1,0,130,9
10085,3,.11780277,0,3,0,0,1,0,130,3
10085,3,-.68738586,0,3,0,0,1,0,130,4
10085,3,-1.2842892,0,3,0,0,1,0,130,6
10085,3,.053781211,0,3,0,0,1,0,130,5
10085,3,.0066752071,0,3,0,0,1,0,130,7
10085,3,-1.4173777,0,3,0,0,1,0,130,8
10085,3,-.18792367,0,3,0,0,1,0,130,1
10085,3,.98453456,0,3,0,0,1,0,130,10
10086,3,-.63031393,0,2,0,0,1,0,212,2
10086,3,-.23712157,0,2,0,0,1,0,212,10
10086,3,-1.4752334,0,2,0,0,1,0,212,4
10086,3,.46817583,0,2,0,0,1,0,212,5
10086,3,-1.7087721,0,2,0,0,1,0,212,8
10086,3,-1.6003295,0,2,0,0,1,0,212,1
10086,3,-1.5912393,0,2,0,0,1,0,212,6
10086,3,.1918129,0,2,0,0,1,0,212,9
10086,3,.4433533,0,2,0,0,1,0,212,7
10086,3,-.88091415,0,2,0,0,1,0,212,3
10088,3,2.4098001,0,1,0,1,0,0,267,10
10088,3,.88003141,0,1,0,1,0,0,267,7
10088,3,.86436123,0,1,0,1,0,0,267,6
10088,3,.6844669,0,1,0,1,0,0,267,9
10088,3,.86521113,0,1,0,1,0,0,267,8
10088,3,.88257045,0,1,0,1,0,0,267,5
10089,3,-.9202823,0,2,0,0,1,1,204,1
10089,3,-2.4325864,0,2,0,0,1,1,204,5
10089,3,-1.9128366,0,2,0,0,1,1,204,2
10089,3,-1.0700547,0,2,0,0,1,1,204,4
10089,3,-2.3886921,0,2,0,0,1,1,204,8
10089,3,-1.4426924,0,2,0,0,1,1,204,3
10089,3,-2.2051394,0,2,0,0,1,1,204,6
10089,3,-2.6133933,0,2,0,0,1,1,204,7
10089,3,-.054514095,0,2,0,0,1,1,204,9
10089,3,.57731587,0,2,0,0,1,1,204,10
10090,3,-1.0772163,0,2,0,0,1,1,223,1
10090,3,-2.1767151,0,2,0,0,1,1,223,7
10090,3,-.23712157,0,2,0,0,1,1,223,10
10090,3,-2.8190396,0,2,0,0,1,1,223,6
10090,3,-.91248518,0,2,0,0,1,1,223,4
10090,3,-3.0200465,0,2,0,0,1,1,223,8
10090,3,-2.0181918,0,2,0,0,1,1,223,5
10090,3,.43813992,0,2,0,0,1,1,223,9
10090,3,-1.5051122,0,2,0,0,1,1,223,3
10090,3,-2.038574,0,2,0,0,1,1,223,2
10092,3,.11780277,0,3,0,1,1,1,148,3
10092,3,-.30084109,0,3,0,1,1,1,148,9
10092,3,.28054115,0,3,0,1,1,1,148,4
10092,3,.67521328,0,3,0,1,1,1,148,1
10092,3,.86521113,0,3,0,1,1,1,148,8
10092,3,.88257045,0,3,0,1,1,1,148,5
10092,3,.72765112,0,3,0,1,1,1,148,2
10092,3,.86436123,0,3,0,1,1,1,148,6
10092,3,-.23712157,0,3,0,1,1,1,148,10
10092,3,.88003141,0,3,0,1,1,1,148,7
10093,3,-1.0510606,0,2,0,0,1,0,218,1
10093,3,2.4098001,0,2,0,0,1,0,218,10
10093,3,.33627209,0,2,0,0,1,0,218,3
10093,3,-1.736804,0,2,0,0,1,0,218,2
10093,3,-1.2276242,0,2,0,0,1,0,218,4
10093,3,-1.8981894,0,2,0,0,1,0,218,6
10093,3,-2.048732,0,2,0,0,1,0,218,8
10093,3,.053781211,0,2,0,0,1,0,218,5
10093,3,1.1771209,0,2,0,0,1,0,218,9
10093,3,.0066752071,0,2,0,0,1,0,218,7
10094,3,-2.1767151,0,1,0,0,1,0,293,7
10094,3,.14925861,0,1,0,0,1,0,293,2
10094,3,-.52981639,0,1,0,0,1,0,293,4
10094,3,.52525109,0,1,0,0,1,0,293,8
10094,3,-.19429627,0,1,0,0,1,0,293,3
10094,3,-.083301008,0,1,0,0,1,0,293,1
10094,3,-2.0181918,0,1,0,0,1,0,293,5
10094,3,.55741119,0,1,0,0,1,0,293,6
10097,3,.43813992,0,3,0,1,1,0,121,9
10097,3,-.59734613,0,3,0,1,1,0,121,4
10097,3,.37370649,0,3,0,1,1,0,121,10
10097,3,-.97733921,0,3,0,1,1,0,121,6
10097,3,-1.0075265,0,3,0,1,1,0,121,2
10097,3,-.41276559,0,3,0,1,1,0,121,3
10097,3,-1.1894026,0,3,0,1,1,0,121,5
10097,3,-1.303359,0,3,0,1,1,0,121,7
10097,3,-1.0774177,0,3,0,1,1,0,121,8
10097,3,-.86797094,0,3,0,1,1,0,121,1
10098,3,-2.5177841,1,3,3,1,1,0,152,9
10098,3,-.63031393,1,3,3,1,1,0,152,2
10098,3,.23385675,1,3,3,1,1,0,152,8
10098,3,-1.8353924,1,3,3,1,1,0,152,4
10098,3,-.4300029,1,3,3,1,1,0,152,7
10098,3,.2504611,1,3,3,1,1,0,152,6
10098,3,-1.2603059,1,3,3,1,1,0,152,1
10098,3,-.36061341,1,3,3,1,1,0,152,5
10098,3,.33627209,1,3,3,1,1,0,152,3
10098,3,-.44073093,1,3,3,1,1,0,152,10
10099,3,-.79349512,0,1,0,1,0,0,299,9
10099,3,-.34485766,0,1,0,1,0,0,299,1
10099,3,-2.4325864,0,1,0,1,0,0,299,5
10099,3,-1.5104765,0,1,0,1,0,0,299,2
10099,3,-.038246747,0,1,0,1,0,0,299,3
10099,3,-.68738586,0,1,0,1,0,0,299,4
10099,3,-2.6133933,0,1,0,1,0,0,299,7
10099,3,-.44606334,0,1,0,1,0,0,299,8
10099,3,-1.8659964,0,1,0,1,0,0,299,10
10099,3,-.36343902,0,1,0,1,0,0,299,6
10100,3,-.36061341,0,3,0,1,1,1,96,5
10100,3,.86436123,0,3,0,1,1,1,96,6
10100,3,.86521113,0,3,0,1,1,1,96,8
10100,3,.43813992,0,3,0,1,1,1,96,9
10100,3,-1.8659964,0,3,0,1,1,1,96,10
10100,3,-.4300029,0,3,0,1,1,1,96,7
10101,3,.14925861,0,1,0,1,0,1,270,2
